direct_tv,indirect_tv,status
0.8,0.9279853999614716,0
0.8,0.9447923004627228,0
1.0,0.9511629641056061,0
1.0,0.9599191248416901,0
0.8,0.767270416021347,0
1.0,0.9499636590480804,0
1.0,0.9699932038784027,0
1.0,0.9493499100208282,0
0.0,0.014924407005310059,1
0.8,0.8514696061611176,0
1.0,0.969951719045639,0
0.8,0.8841801583766937,0
1.0,0.933035671710968,0
0.8,0.8527569770812988,0
0.8,0.8562828004360199,1
1.0,0.9499636590480804,0
0.6,0.581360399723053,0
0.6,0.4214584231376648,1
0.6,0.4758439064025879,0
0.6,0.6170102953910828,1
0.8,0.8822245597839355,0
0.8,0.8477566540241241,0
0.8,0.910834938287735,0
1.0,0.9493499100208282,0
1.0,0.9499636590480804,0
0.8,0.9454581141471863,0
1.0,0.9599191248416901,0
0.8,0.8855518996715546,0
1.0,0.9792094528675079,0
0.6,0.6322761178016663,0
1.0,0.9774645268917084,0
0.6,0.4758439064025879,0
0.6,0.7552120387554169,0
0.8,0.8477566540241241,0
1.0,0.9695180654525757,0
1.0,0.9610224664211273,0
1.0,0.9152605533599854,0
0.6,0.6170102953910828,0
1.0,0.9856377243995667,0
1.0,0.9698951840400696,0
0.4,0.11243259906768799,1
0.6,0.6322761178016663,1
1.0,0.9493499100208282,0
1.0,0.9867646098136902,0
0.8,0.8874880075454712,0
0.8,0.8477566540241241,0
0.6,0.8457371890544891,0
0.8,0.7668853104114532,1
0.8,0.9447923004627228,0
0.6,0.7920795381069183,0
0.6,0.3828280568122864,1
0.8,0.8460924625396729,0
1.0,0.9867646098136902,0
1.0,0.9482629597187042,0
1.0,0.9695180654525757,0
1.0,0.9834164381027222,0
0.8,0.8808841705322266,0
0.8,0.8460924625396729,0
0.4,0.09249621629714966,1
0.8,0.9110415577888489,0
0.8,0.8099400699138641,1
1.0,0.9778009355068207,0
0.8,0.8460924625396729,1
0.8,0.9110415577888489,0
1.0,0.9905003011226654,0
0.8,0.767270416021347,0
0.8,0.767270416021347,0
1.0,0.9695180654525757,0
0.4,0.2333196997642517,1
0.8,0.8531877994537354,0
1.0,0.9695180654525757,0
1.0,0.9856377243995667,0
0.8,0.8477566540241241,1
0.8,0.9271227717399597,0
1.0,0.9856377243995667,0
0.8,0.8460924625396729,0
1.0,0.9695180654525757,0
1.0,0.9698951840400696,0
0.6,0.581360399723053,1
1.0,0.9152605533599854,0
0.4,0.418476402759552,1
1.0,0.9827754497528076,0
0.6,0.7556104958057404,0
0.2,0.07199704647064209,1
1.0,0.9698951840400696,0
1.0,0.9778009355068207,0
0.8,0.8477566540241241,0
0.8,0.8518942594528198,0
1.0,0.9482629597187042,0
0.4,0.0984354019165039,1
0.8,0.9097868800163269,0
1.0,0.9610224664211273,0
1.0,0.9599191248416901,0
0.8,0.8460924625396729,1
0.6,0.6170102953910828,0
1.0,0.9499636590480804,0
0.8,0.8822245597839355,0
1.0,0.9703645408153534,0
0.2,0.05285799503326416,1
0.8,0.9454581141471863,0
0.8333333333333334,0.9478165507316589,0
0.8333333333333334,0.9601937532424927,0
1.0,0.9645356833934784,0
1.0,0.971229076385498,0
0.8333333333333334,0.8203461468219757,0
1.0,0.9639773666858673,0
1.0,0.9785240590572357,0
1.0,0.9635289311408997,0
0.16666666666666666,0.0157850980758667,1
0.6666666666666666,0.6239663660526276,0
0.8333333333333334,0.9159494936466217,0
0.8333333333333334,0.9147539734840393,0
1.0,0.9515486657619476,0
0.8333333333333334,0.8814298510551453,0
0.6666666666666666,0.6637061834335327,1
1.0,0.9639773666858673,0
0.6666666666666666,0.726996511220932,0
0.6666666666666666,0.5267408192157745,1
0.6666666666666666,0.577788770198822,0
0.5,0.3144798278808594,1
0.8333333333333334,0.913482278585434,0
0.8333333333333334,0.8869903981685638,0
0.6666666666666666,0.7639268338680267,0
1.0,0.9635289311408997,0
1.0,0.9639773666858673,0
0.8333333333333334,0.9606815278530121,0
1.0,0.971229076385498,0
0.8333333333333334,0.9160105884075165,0
1.0,0.9837279319763184,0
0.6666666666666666,0.70790696144104,0
1.0,0.9839065074920654,0
0.6666666666666666,0.577788770198822,0
0.6666666666666666,0.8099697530269623,0
0.8333333333333334,0.8869903981685638,0
1.0,0.9781809449195862,0
1.0,0.9720301330089569,0
1.0,0.9383630454540253,0
0.5,0.3144798278808594,0
1.0,0.9887751340866089,0
1.0,0.9784533083438873,0
0.3333333333333333,0.031165003776550293,1
0.5,0.3484554886817932,1
1.0,0.9635289311408997,0
1.0,0.9905737638473511,0
0.6666666666666666,0.726996511220932,0
0.8333333333333334,0.8869903981685638,0
0.5,0.6492294073104858,0
0.8333333333333334,0.822230339050293,1
0.8333333333333334,0.9601937532424927,0
0.5,0.5203314125537872,0
0.5,0.1501152515411377,1
0.8333333333333334,0.8856971561908722,0
1.0,0.9905737638473511,0
1.0,0.9627343416213989,0
0.8333333333333334,0.9124622642993927,0
1.0,0.9881776571273804,0
0.8333333333333334,0.9124622642993927,0
0.8333333333333334,0.8856971561908722,0
0.3333333333333333,0.025278031826019287,1
0.8333333333333334,0.9352129101753235,0
0.8333333333333334,0.8572786152362823,1
1.0,0.984148383140564,0
0.6666666666666666,0.6430639028549194,1
0.8333333333333334,0.9352129101753235,0
1.0,0.9925835132598877,0
0.8333333333333334,0.8203461468219757,0
0.8333333333333334,0.8203461468219757,0
1.0,0.9781809449195862,0
0.3333333333333333,0.07974648475646973,1
0.8333333333333334,0.8912015557289124,0
1.0,0.9781809449195862,0
1.0,0.9887751340866089,0
0.6666666666666666,0.6460049152374268,1
0.8333333333333334,0.947177916765213,0
1.0,0.9887751340866089,0
0.8333333333333334,0.8856971561908722,0
1.0,0.9781809449195862,0
1.0,0.9784533083438873,0
0.5,0.28909575939178467,1
0.8333333333333334,0.779720664024353,0
0.3333333333333333,0.17228728532791138,1
1.0,0.9877183139324188,0
0.5,0.510714590549469,0
0.3333333333333333,0.14171606302261353,1
1.0,0.9784533083438873,0
1.0,0.984148383140564,0
0.8333333333333334,0.8869903981685638,0
0.8333333333333334,0.8901998102664948,0
1.0,0.9627343416213989,0
0.5,0.17849379777908325,1
0.8333333333333334,0.9342744052410126,0
1.0,0.9720301330089569,0
1.0,0.971229076385498,0
0.8333333333333334,0.8856971561908722,1
0.6666666666666666,0.7083286643028259,0
0.8333333333333334,0.8615334033966064,0
0.8333333333333334,0.913482278585434,0
1.0,0.978792130947113,0
0.3333333333333333,0.0559004545211792,1
0.8333333333333334,0.9606815278530121,0
0.8571428571428571,0.9624078571796417,0
0.7142857142857143,0.8877062201499939,0
1.0,0.9745775163173676,0
1.0,0.9794160425662994,0
0.8571428571428571,0.8655230104923248,0
1.0,0.9741730093955994,0
1.0,0.9846679270267487,0
1.0,0.9738480746746063,0
0.14285714285714285,0.005605876445770264,1
0.7142857142857143,0.7143936157226562,0
0.8571428571428571,0.9377165138721466,0
0.8571428571428571,0.9379851818084717,0
1.0,0.9651347696781158,0
0.8571428571428571,0.905140221118927,0
0.7142857142857143,0.733491837978363,1
1.0,0.9741730093955994,0
0.7142857142857143,0.7862798571586609,0
0.7142857142857143,0.6059391498565674,1
0.7142857142857143,0.6709526777267456,0
0.42857142857142855,0.11553645133972168,1
0.8571428571428571,0.9370362162590027,0
0.8571428571428571,0.9171020984649658,0
0.5714285714285714,0.48010706901550293,0
1.0,0.9738480746746063,0
1.0,0.9741730093955994,0
0.8571428571428571,0.9717826843261719,0
1.0,0.9794160425662994,0
0.8571428571428571,0.938922256231308,0
1.0,0.987277090549469,0
0.7142857142857143,0.7735539674758911,0
1.0,0.9885286390781403,0
0.7142857142857143,0.6709526777267456,0
0.7142857142857143,0.8561661243438721,0
0.8571428571428571,0.9171020984649658,0
1.0,0.9844214618206024,0
1.0,0.9799938499927521,0
1.0,0.9554734826087952,0
0.5714285714285714,0.4088175892829895,0
1.0,0.9912332594394684,0
1.0,0.9846171140670776,0
0.42857142857142855,0.06415176391601562,1
0.42857142857142855,0.13216257095336914,1
1.0,0.9738480746746063,0
1.0,0.9932941198348999,0
0.7142857142857143,0.7862798571586609,0
0.8571428571428571,0.9171020984649658,0
0.42857142857142855,0.35882484912872314,0
0.8571428571428571,0.8670102953910828,1
0.8571428571428571,0.9714284837245941,0
0.5714285714285714,0.6205238997936249,0
0.42857142857142855,0.047887206077575684,1
0.8571428571428571,0.916120857000351,0
1.0,0.9932941198348999,0
1.0,0.9732719957828522,0
0.8571428571428571,0.9362744987010956,0
1.0,0.991583526134491,0
0.8571428571428571,0.9362744987010956,0
0.8571428571428571,0.916120857000351,0
0.2857142857142857,0.006555318832397461,1
0.8571428571428571,0.9531541168689728,0
