direct_tv,indirect_tv,status
0.8,0.7057893872261047,0
0.8,0.7057893872261047,1
0.6,0.9418208599090576,0
0.2,0.7829379439353943,0
0.8,0.9693700671195984,0
0.8,0.961839497089386,0
0.8,0.9457740187644958,0
0.6,0.8718392848968506,0
0.8,0.9399632811546326,0
0.6,0.9195185899734497,0
1.0,0.9827216267585754,0
1.0,0.9736151993274689,0
0.8,0.9626604914665222,0
0.8,0.9375288486480713,0
0.4,0.8864157199859619,0
0.6,0.9307651519775391,0
0.6,0.885443240404129,0
1.0,0.8117198348045349,0
1.0,0.9701286554336548,0
0.8,0.9680875837802887,0
1.0,0.9683986306190491,0
0.8,0.9535593092441559,0
0.6,0.934834897518158,0
0.8,0.9626604914665222,0
0.4,0.366176962852478,1
0.2,0.43279212713241577,1
0.4,0.6802375316619873,0
0.2,0.8853931128978729,0
0.8,0.9693700671195984,0
0.6,0.8243720233440399,0
1.0,0.9614847004413605,0
0.6,0.885443240404129,0
0.4,0.868921548128128,0
0.8,0.947565346956253,0
0.8,0.8961406052112579,0
0.6,0.8764963746070862,0
0.6,0.9225607216358185,1
0.2,0.43279212713241577,1
0.8,0.9553772509098053,0
1.0,0.9849959015846252,0
0.4,0.8590327203273773,0
0.8,0.9457740187644958,0
1.0,0.9683986306190491,0
0.8,0.9733541309833527,0
0.6,0.9418208599090576,1
0.6,0.9462653696537018,0
0.6,0.9065855741500854,0
0.6,0.7926653027534485,0
0.2,0.4560886025428772,1
1.0,0.9788730144500732,0
0.8,0.9457740187644958,0
0.8,0.9328441023826599,0
0.6,0.9225607216358185,0
0.6,0.885443240404129,0
0.8,0.947565346956253,0
0.8,0.8729468584060669,0
1.0,0.9746689200401306,0
0.6,0.9334443211555481,0
0.8,0.9693700671195984,0
0.6,0.6873120069503784,0
0.8,0.797991007566452,0
0.8,0.8940179944038391,1
0.4,0.9328130781650543,0
0.8,0.8290351927280426,0
0.8,0.9626604914665222,0
0.6,0.7296016216278076,0
0.8,0.9626604914665222,0
0.6,0.9322075247764587,0
0.6,0.5541346073150635,1
0.8,0.9553772509098053,0
0.6,0.8718392848968506,0
0.8,0.9464308619499207,0
1.0,0.9779793322086334,0
0.8,0.9680875837802887,0
0.2,0.8162342011928558,0
0.8,0.520534873008728,1
1.0,0.9572815001010895,0
1.0,0.9788730144500732,0
0.8,0.9693700671195984,0
0.6,0.9462653696537018,0
0.4,0.40628236532211304,0
1.0,0.9555160999298096,0
0.8,0.8729654252529144,0
0.8,0.9693700671195984,0
0.8,0.9553772509098053,0
0.6,0.934834897518158,0
0.4,0.8437550365924835,1
0.4,0.8820825219154358,0
0.8,0.9272951781749725,0
0.8,0.9328441023826599,0
0.8,0.9257565140724182,0
0.8,0.8729468584060669,0
0.6,0.9334443211555481,0
