direct_tv,indirect_tv,status
0.6,0.9340284466743469,0
0.4,0.7774876058101654,0
1.0,0.9932402074337006,0
0.4,0.7825434505939484,0
0.4,0.7392232418060303,0
0.6,0.9154625535011292,0
0.6,0.928979218006134,0
0.8,0.947575181722641,0
0.6,0.9216838777065277,0
0.8,0.9872022867202759,0
0.6,0.9073556065559387,0
0.4,0.7649330496788025,0
0.8,0.9861344993114471,0
0.4,0.7989343404769897,0
1.0,0.9904226362705231,0
1.0,0.9943742454051971,0
0.0,0.17800450325012207,1
0.8,0.9872022867202759,0
0.8,0.9832921922206879,0
0.4,0.7563002705574036,0
0.4,0.7116816639900208,1
0.4,0.7989343404769897,0
0.8,0.9832921922206879,0
0.6,0.8125042021274567,0
0.2,0.6522899568080902,0
0.8,0.9832921922206879,0
0.6,0.7522188723087311,0
0.6,0.7522188723087311,0
0.6,0.9014332294464111,0
0.4,0.7116816639900208,0
0.4,0.7630673050880432,0
0.6,0.8866843283176422,0
0.8,0.9569723606109619,0
0.6,0.887717217206955,0
0.8,0.9649182260036469,0
0.8,0.9622852802276611,1
0.4,0.7738262116909027,0
0.6,0.9154625535011292,1
0.6,0.9073556065559387,0
0.6,0.9154625535011292,0
1.0,0.9916751384735107,0
0.8,0.973147988319397,0
0.4,0.766837477684021,0
0.4,0.7897978723049164,1
0.8,0.978694349527359,0
0.6,0.9290213286876678,0
0.6,0.9066267013549805,0
0.6,0.9014332294464111,0
0.4,0.8085208833217621,0
0.6,0.8968580663204193,0
0.8,0.9622852802276611,0
0.4,0.7116816639900208,0
0.8,0.973147988319397,0
0.8,0.9622852802276611,0
0.6,0.7522188723087311,0
0.6,0.8195894658565521,0
0.8,0.9874200522899628,0
1.0,0.9960339069366455,0
0.4,0.5688409209251404,1
0.2,0.41815853118896484,1
0.8,0.9832921922206879,0
0.4,0.7881373465061188,1
0.4,0.7725479900836945,1
0.6,0.921842098236084,0
0.2,0.5314369201660156,1
0.6,0.8370315432548523,0
0.8,0.9876191318035126,0
0.6,0.9340284466743469,0
0.4,0.7678446769714355,0
0.8,0.9872022867202759,0
0.4,0.7725479900836945,0
1.0,0.9970901608467102,0
0.4,0.7989343404769897,0
0.6,0.9290213286876678,0
0.8,0.9851188063621521,0
0.4,0.7738262116909027,0
0.6,0.9066267013549805,0
0.6,0.7822231948375702,1
0.4,0.7563002705574036,0
0.6,0.8502885103225708,0
0.8,0.9888418614864349,0
0.6,0.8866843283176422,0
0.6,0.9216838777065277,1
0.8,0.9702571034431458,0
0.4,0.7630673050880432,1
0.4,0.7841314673423767,1
0.4,0.7738262116909027,0
0.8,0.9540433883666992,0
0.2,0.261566698551178,0
1.0,0.997579962015152,0
0.8,0.9714039862155914,0
0.6,0.9066267013549805,0
0.4,0.7907629013061523,1
0.6,0.8179052472114563,0
0.8,0.8808340132236481,1
0.0,0.11590385437011719,1
1.0,0.9967628419399261,0
0.4,0.8206908106803894,0
0.8,0.973147988319397,0
0.4,0.775245189666748,0
0.6666666666666666,0.9547030925750732,0
0.3333333333333333,0.7756504118442535,0
1.0,0.9965215027332306,0
0.5,0.7690823674201965,0
0.3333333333333333,0.7419423460960388,0
0.5,0.7737438082695007,0
0.5,0.8278373777866364,0
