direct_tv,indirect_tv,status
0.8,0.8767876923084259,0
0.0,0.2144281268119812,1
1.0,0.9725228250026703,0
0.8,0.8903419375419617,0
0.8,0.8903419375419617,0
0.8,0.8694484233856201,0
0.6,0.36919862031936646,0
1.0,0.9648195803165436,0
1.0,0.9826160371303558,0
1.0,0.9752534031867981,0
0.8,0.8704324960708618,1
0.8,0.9258354604244232,0
1.0,0.9675979912281036,0
0.8,0.9621882438659668,0
0.4,0.2964209318161011,1
0.6,0.3430517911911011,1
0.4,0.30989956855773926,1
0.8,0.9203016757965088,0
0.6,0.41676098108291626,1
0.8,0.8694484233856201,0
1.0,0.956542432308197,0
1.0,0.9583708643913269,0
1.0,0.9867315292358398,0
1.0,0.9348458647727966,0
0.4,0.17673969268798828,1
1.0,0.9579799771308899,0
0.8,0.8722354471683502,0
0.4,0.2389453649520874,1
0.8,0.9206801950931549,0
0.6,0.44518423080444336,1
1.0,0.9842813909053802,0
0.6,0.47694867849349976,0
0.6,0.3520805239677429,1
0.6,0.2792011499404907,1
0.8,0.7204408645629883,0
0.6,0.554555207490921,1
1.0,0.9752534031867981,0
1.0,0.9675979912281036,0
0.8,0.8145824074745178,1
0.8,0.9206801950931549,0
0.4,0.17673969268798828,1
1.0,0.9775663614273071,0
0.8,0.8581627607345581,0
0.6,0.33037662506103516,0
0.6,0.4343046545982361,1
0.8,0.5585436522960663,0
1.0,0.9751790463924408,0
1.0,0.9844315946102142,0
0.8,0.8794035613536835,0
1.0,0.9679023921489716,0
0.8,0.8694484233856201,0
1.0,0.9614923894405365,0
0.8,0.8231626451015472,0
0.8,0.8767876923084259,0
0.8,0.7711496353149414,0
0.4,0.40622544288635254,1
0.4,0.24172139167785645,1
1.0,0.9751790463924408,0
1.0,0.9831035733222961,0
0.6,0.48604661226272583,0
0.4,0.2964209318161011,1
0.8,0.9546588659286499,0
1.0,0.9856689274311066,0
1.0,0.9842813909053802,0
0.4,0.3148677349090576,1
0.6,0.44518423080444336,1
0.6,0.3994448781013489,0
1.0,0.9648195803165436,0
0.8,0.9014624655246735,1
0.4,0.2429419755935669,1
0.4,0.359125018119812,1
0.6,0.41676098108291626,0
1.0,0.9583708643913269,0
1.0,0.9842813909053802,0
1.0,0.9738354682922363,0
0.6,0.3994448781013489,1
0.6,0.4519665837287903,1
0.8,0.8058547079563141,1
1.0,0.9591907858848572,0
1.0,0.9892223179340363,0
0.8,0.8704324960708618,0
1.0,0.9844315946102142,0
1.0,0.9754140079021454,0
1.0,0.9754140079021454,0
0.6,0.5152768194675446,0
1.0,0.9842813909053802,0
0.8,0.8058547079563141,0
